carat,cut,color,clarity,depth,table,price,x,y,z,volume,cut_rk,color_rk,clarity_rk
0.32,Premium,I,IF,60.3,58.0,673,4.41,4.45,2.67,52.4,2,6,1
0.34,Ideal,D,IF,59.8,57.0,2346,4.59,4.57,2.74,57.48,1,1,1
1.01,Ideal,G,IF,60.8,59.0,8869,6.47,6.5,3.94,165.7,1,4,1
0.63,Ideal,D,IF,61.2,53.0,3832,5.55,5.6,3.41,105.98,1,1,1
1.01,Ideal,G,IF,61.5,58.0,8869,6.44,6.47,3.97,165.42,1,4,1
0.3,Ideal,G,IF,62.3,54.0,863,4.32,4.35,2.7,50.74,1,4,1
0.3,Ideal,G,IF,61.5,56.0,863,4.32,4.36,2.67,50.29,1,4,1
0.38,Ideal,E,IF,62.7,55.0,1433,4.61,4.67,2.91,62.65,1,2,1
0.33,Ideal,G,IF,62.7,56.0,861,4.39,4.44,2.77,53.99,1,4,1
1.05,Very Good,G,IF,58.9,61.0,9013,6.64,6.67,3.92,173.61,3,4,1
0.3,Very Good,G,IF,61.4,58.0,774,4.27,4.33,2.64,48.81,3,4,1
1.01,Very Good,D,IF,63.3,55.0,12581,6.36,6.28,4.0,159.76,3,1,1
1.04,Ideal,F,IF,61.8,55.0,10984,6.56,6.49,4.03,171.57,1,3,1
0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3,94.63,1,5,1
0.4,Ideal,I,IF,62.8,54.0,1053,4.7,4.72,2.96,65.66,1,6,1
0.3,Ideal,G,IF,60.9,56.0,863,4.34,4.36,2.65,50.14,1,4,1
1.51,Premium,F,IF,60.5,61.0,18102,7.5,7.4,4.45,246.98,2,3,1
0.31,Ideal,H,IF,60.0,57.0,1046,4.41,4.39,2.64,51.11,1,5,1
0.95,Ideal,G,IF,59.8,59.0,6951,6.36,6.43,3.82,156.22,1,4,1
0.45,Good,G,IF,59.6,61.0,1437,5.0,5.04,2.99,75.35,4,4,1
0.31,Ideal,H,IF,62.1,54.0,1046,4.37,4.33,2.7,51.09,1,5,1
1.01,Very Good,G,IF,60.0,61.0,7974,6.41,6.45,3.86,159.59,3,4,1
0.34,Ideal,E,IF,62.0,56.0,1163,4.49,4.51,2.79,56.5,1,2,1
0.31,Ideal,H,IF,61.8,56.0,1046,4.38,4.36,2.7,51.56,1,5,1
1.01,Ideal,G,IF,62.2,61.0,8957,6.34,6.4,3.96,160.68,1,4,1
1.02,Ideal,G,IF,62.3,57.0,8955,6.43,6.5,4.03,168.43,1,4,1
1.22,Very Good,G,IF,62.0,59.0,8793,6.8,6.85,4.23,197.03,3,4,1
0.34,Ideal,D,IF,62.1,57.0,2287,4.46,4.52,2.79,56.24,1,1,1
1.2,Very Good,G,IF,59.4,61.0,9987,6.92,6.95,4.12,198.15,3,4,1
0.5,Good,G,IF,64.0,55.0,2081,5.08,5.05,3.24,83.12,4,4,1
1.61,Premium,J,IF,62.1,58.0,10165,7.47,7.53,4.66,262.12,2,7,1
1.01,Very Good,D,IF,63.4,59.0,15219,6.39,6.26,4.01,160.41,3,1,1
0.54,Premium,F,IF,61.9,60.0,2391,5.26,5.21,3.24,88.79,2,3,1
1.02,Ideal,G,IF,62.5,57.0,8311,6.44,6.37,4.0,164.09,1,4,1
0.63,Very Good,D,IF,59.6,59.0,4800,5.55,5.59,3.32,103.0,3,1,1
0.57,Ideal,H,IF,61.0,57.0,2210,5.35,5.38,3.27,94.12,1,5,1
1.03,Ideal,F,IF,63.1,55.0,10615,6.45,6.46,4.07,169.58,1,3,1
1.5,Ideal,I,IF,61.3,56.0,12725,7.34,7.41,4.52,245.84,1,6,1
1.54,Very Good,G,IF,59.4,60.0,15444,7.55,7.61,4.5,258.55,3,4,1
0.82,Premium,I,IF,61.2,60.0,3224,6.03,5.99,3.68,132.92,2,6,1
0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8,58.99,1,5,1
0.61,Very Good,G,IF,63.0,58.0,2411,5.36,5.43,3.4,98.96,3,4,1
0.3,Ideal,G,IF,61.6,56.0,863,4.34,4.36,2.68,50.71,1,4,1
0.3,Ideal,G,IF,61.6,53.0,863,4.32,4.35,2.67,50.17,1,4,1
1.01,Very Good,G,IF,63.0,60.0,7974,6.31,6.35,3.99,159.87,3,4,1
0.3,Ideal,G,IF,61.3,55.0,863,4.33,4.35,2.66,50.1,1,4,1
0.31,Ideal,E,IF,60.4,56.0,1239,4.43,4.38,2.66,51.61,1,2,1
0.39,Ideal,H,IF,61.9,55.6,1039,4.68,4.7,2.91,64.01,1,5,1
0.51,Very Good,G,IF,63.8,58.0,2063,5.06,5.09,3.24,83.45,3,4,1
1.05,Ideal,F,IF,61.7,56.0,13060,6.48,6.56,4.02,170.89,1,3,1
0.3,Ideal,E,IF,60.9,56.0,1120,4.31,4.33,2.63,49.08,1,2,1
1.02,Premium,F,IF,62.5,58.0,11167,6.54,6.39,4.04,168.83,2,3,1
0.35,Very Good,G,IF,62.1,54.0,892,4.53,4.57,2.82,58.38,3,4,1
0.34,Ideal,E,IF,61.7,56.0,1163,4.46,4.48,2.76,55.15,1,2,1
0.38,Very Good,F,IF,60.2,58.0,1284,4.73,4.7,2.84,63.14,3,3,1
0.54,Ideal,H,IF,60.3,55.0,2210,5.29,5.33,3.2,90.23,1,5,1
0.3,Ideal,G,IF,61.9,57.0,863,4.27,4.29,2.65,48.54,1,4,1
0.33,Ideal,H,IF,62.1,55.0,868,4.41,4.44,2.75,53.85,1,5,1
0.8,Ideal,H,IF,62.4,54.0,3972,5.93,5.99,3.72,132.14,1,5,1
1.61,Premium,J,IF,62.1,58.0,10350,7.53,7.47,4.66,262.12,2,7,1
0.59,Very Good,F,IF,59.9,63.0,2632,5.44,5.47,3.27,97.3,3,3,1
1.08,Ideal,G,IF,61.3,57.0,9035,6.62,6.59,4.05,176.68,1,4,1
1.07,Ideal,G,IF,61.5,57.0,9361,6.54,6.59,4.04,174.12,1,4,1
0.31,Premium,F,IF,61.9,58.0,914,4.36,4.39,2.71,51.87,2,3,1
0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.35,2.69,50.55,1,4,1
0.3,Ideal,G,IF,62.4,55.0,863,4.32,4.34,2.7,50.62,1,4,1
0.73,Ideal,H,IF,62.3,55.0,3785,5.77,5.79,3.6,120.27,1,5,1
0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.34,2.69,50.43,1,4,1
0.7,Very Good,G,IF,63.0,59.0,3725,5.58,5.62,3.53,110.7,3,4,1
1.08,Ideal,G,IF,61.3,57.0,8873,6.59,6.62,4.05,176.68,1,4,1
0.3,Ideal,G,IF,60.9,58.0,863,4.32,4.35,2.64,49.61,1,4,1
0.51,Very Good,G,IF,62.6,56.0,2102,5.09,5.13,3.2,83.56,3,4,1
0.3,Ideal,G,IF,62.0,54.0,863,4.33,4.35,2.69,50.67,1,4,1
0.3,Premium,F,IF,61.6,58.0,1085,4.34,4.3,2.66,49.64,2,3,1
0.41,Good,J,IF,63.6,54.0,827,4.72,4.75,3.01,67.48,4,7,1
0.3,Ideal,G,IF,61.7,55.0,895,4.31,4.34,2.67,49.94,1,4,1
0.3,Ideal,G,IF,60.9,57.0,895,4.29,4.32,2.62,48.56,1,4,1
0.38,Ideal,E,IF,62.2,54.1,1402,4.64,4.67,2.89,62.62,1,2,1
0.51,Ideal,D,IF,62.1,55.0,3446,5.12,5.13,3.19,83.79,1,1,1
0.6,Very Good,F,IF,60.1,54.0,2988,5.5,5.58,3.33,102.2,3,3,1
0.3,Ideal,G,IF,62.1,55.0,895,4.31,4.35,2.69,50.43,1,4,1
0.3,Very Good,G,IF,62.9,58.0,895,4.21,4.25,2.66,47.59,3,4,1
0.3,Ideal,G,IF,60.7,57.0,863,4.34,4.39,2.65,50.49,1,4,1
0.3,Ideal,G,IF,62.0,55.0,863,4.33,4.35,2.69,50.67,1,4,1
0.49,Very Good,G,IF,59.7,56.0,1865,5.16,5.19,3.09,82.75,3,4,1
0.3,Ideal,G,IF,61.2,57.0,863,4.35,4.38,2.67,50.87,1,4,1
0.3,Ideal,G,IF,62.4,54.0,863,4.31,4.34,2.7,50.5,1,4,1
0.38,Ideal,E,IF,61.1,56.0,1433,4.67,4.72,2.87,63.26,1,2,1
0.3,Very Good,G,IF,62.8,57.0,895,4.27,4.3,2.69,49.39,3,4,1
0.3,Very Good,G,IF,63.0,53.0,895,4.24,4.3,2.69,49.04,3,4,1
0.3,Very Good,G,IF,61.0,62.0,895,4.32,4.34,2.64,49.5,3,4,1
0.3,Ideal,G,IF,61.9,55.0,863,4.33,4.36,2.69,50.78,1,4,1
0.81,Ideal,H,IF,61.6,58.0,4111,5.98,6.01,3.69,132.62,1,5,1
0.3,Ideal,G,IF,62.2,55.0,863,4.31,4.34,2.69,50.32,1,4,1
1.04,Ideal,G,IF,62.1,54.0,8921,6.53,6.55,4.06,173.65,1,4,1
1.08,Ideal,G,IF,62.3,56.0,9831,6.55,6.59,4.09,176.54,1,4,1
1.1,Very Good,G,IF,59.8,56.0,9053,6.75,6.82,4.06,186.9,3,4,1
0.3,Ideal,G,IF,62.3,55.0,863,4.3,4.33,2.69,50.09,1,4,1
0.3,Ideal,G,IF,60.9,57.0,863,4.35,4.39,2.66,50.8,1,4,1
0.52,Ideal,J,IF,62.1,56.0,1385,5.18,5.12,3.2,84.87,1,7,1
0.3,Ideal,G,IF,62.1,55.0,863,4.32,4.35,2.69,50.55,1,4,1
1.05,Ideal,G,IF,62.5,56.0,8850,6.48,6.52,4.06,171.53,1,4,1
0.34,Ideal,D,IF,62.1,57.0,2346,4.52,4.46,2.79,56.24,1,1,1
0.36,Ideal,H,IF,62.2,54.1,877,4.57,4.6,2.86,60.12,1,5,1
0.38,Ideal,E,IF,61.9,56.0,1433,4.65,4.66,2.88,62.41,1,2,1
0.43,Ideal,I,IF,62.0,55.0,1129,4.85,4.83,3.0,70.28,1,6,1
0.3,Ideal,G,IF,61.8,55.0,863,4.32,4.36,2.68,50.48,1,4,1
1.01,Very Good,G,IF,61.1,56.0,9063,6.45,6.48,3.95,165.09,3,4,1
0.3,Ideal,G,IF,62.1,53.0,863,4.3,4.33,2.68,49.9,1,4,1
0.33,Ideal,H,IF,61.9,55.0,868,4.42,4.44,2.74,53.77,1,5,1
1.05,Ideal,G,IF,62.5,56.0,9012,6.52,6.48,4.06,171.53,1,4,1
0.3,Ideal,G,IF,62.3,56.0,863,4.31,4.32,2.69,50.09,1,4,1
1.05,Good,H,IF,64.3,58.0,6703,6.5,6.35,4.13,170.47,4,5,1
0.3,Ideal,G,IF,62.3,56.0,863,4.29,4.32,2.68,49.67,1,4,1
0.59,Very Good,F,IF,62.8,56.0,2554,5.31,5.36,3.35,95.35,3,3,1
0.3,Ideal,G,IF,62.5,54.0,863,4.31,4.33,2.7,50.39,1,4,1
0.3,Ideal,G,IF,61.4,57.0,863,4.3,4.33,2.65,49.34,1,4,1
0.27,Ideal,G,IF,61.2,57.0,627,4.17,4.2,2.56,44.84,1,4,1
0.27,Ideal,G,IF,62.0,56.0,627,4.14,4.17,2.58,44.54,1,4,1
0.3,Ideal,G,IF,62.1,54.0,863,4.3,4.33,2.68,49.9,1,4,1
0.4,Very Good,F,IF,62.9,55.0,1261,4.68,4.7,2.95,64.89,3,3,1
0.71,Ideal,H,IF,61.2,56.0,4007,5.76,5.86,3.54,119.49,1,5,1
0.53,Very Good,F,IF,59.6,58.0,2395,5.28,5.32,3.16,88.76,3,3,1
0.31,Premium,F,IF,61.5,58.0,1046,4.35,4.33,2.67,50.29,2,3,1
0.55,Ideal,G,IF,60.0,57.0,2440,5.33,5.39,3.22,92.51,1,4,1
0.25,Ideal,G,IF,61.7,56.0,624,4.04,4.1,2.51,41.58,1,4,1
0.65,Ideal,H,IF,61.5,55.0,3065,5.6,5.62,3.45,108.58,1,5,1
0.36,Very Good,H,IF,62.3,56.0,865,4.55,4.58,2.85,59.39,3,5,1
0.48,Very Good,D,IF,60.6,55.0,2677,5.08,5.12,3.09,80.37,3,1,1
1.53,Premium,J,IF,61.1,58.0,9424,7.41,7.45,4.54,250.63,2,7,1
1.33,Ideal,F,IF,60.2,57.0,18435,7.12,7.17,4.3,219.52,1,3,1
0.36,Very Good,H,IF,61.6,56.0,865,4.57,4.62,2.83,59.75,3,5,1
1.03,Ideal,F,IF,62.3,57.0,13060,6.44,6.49,4.03,168.44,1,3,1
0.36,Very Good,H,IF,60.8,57.0,865,4.58,4.6,2.79,58.78,3,5,1
1.07,Ideal,F,IF,62.0,57.0,11434,6.52,6.57,4.06,173.92,1,3,1
0.61,Very Good,I,IF,60.2,57.0,2057,5.49,5.58,3.33,102.01,3,6,1
0.31,Very Good,G,IF,60.8,56.0,878,4.41,4.44,2.69,52.67,3,4,1
1.01,Ideal,G,IF,62.8,57.0,8778,6.42,6.39,4.02,164.92,1,4,1
0.29,Ideal,H,IF,60.7,57.0,607,4.3,4.33,2.62,48.78,1,5,1
0.52,Good,G,IF,59.8,57.0,2093,5.24,5.27,3.14,86.71,4,4,1
1.03,Ideal,F,IF,61.3,56.0,11365,6.53,6.55,4.01,171.51,1,3,1
0.34,Ideal,H,IF,61.9,55.0,913,4.5,4.55,2.8,57.33,1,5,1
0.55,Good,D,IF,58.0,62.0,3509,5.31,5.41,3.12,89.63,4,1,1
1.07,Ideal,G,IF,61.5,57.0,9532,6.59,6.54,4.04,174.12,1,4,1
1.13,Premium,F,IF,60.0,58.0,12543,6.78,6.76,4.06,186.08,2,3,1
0.9,Ideal,J,IF,62.2,57.0,3677,6.17,6.14,3.83,145.09,1,7,1
1.02,Ideal,G,IF,62.5,57.0,8162,6.37,6.44,4.0,164.09,1,4,1
0.56,Ideal,H,IF,61.3,55.0,2157,5.31,5.33,3.26,92.27,1,5,1
0.31,Very Good,E,IF,61.6,54.0,958,4.38,4.42,2.71,52.46,3,2,1
1.13,Premium,F,IF,59.8,60.0,12722,6.82,6.76,4.06,187.18,2,3,1
0.36,Ideal,H,IF,61.6,56.0,912,4.56,4.59,2.82,59.02,1,5,1
0.4,Very Good,H,IF,64.0,56.0,1044,4.66,4.69,2.99,65.35,3,5,1
0.3,Very Good,E,IF,61.8,54.0,957,4.34,4.37,2.69,51.02,3,2,1
1.27,Ideal,F,IF,61.3,55.0,15377,6.98,7.02,4.29,210.21,1,3,1
1.2,Ideal,F,IF,61.6,57.0,14300,6.84,6.79,4.2,195.06,1,3,1
0.3,Very Good,E,IF,62.8,54.0,930,4.3,4.33,2.71,50.46,3,2,1
0.56,Ideal,H,IF,60.4,57.0,2157,5.35,5.39,3.24,93.43,1,5,1
0.82,Very Good,G,IF,61.9,57.0,4844,5.96,6.0,3.7,132.31,3,4,1
0.31,Very Good,E,IF,58.1,60.0,987,4.45,4.5,2.6,52.07,3,2,1
0.32,Ideal,G,IF,61.2,56.0,918,4.4,4.43,2.7,52.63,1,4,1
0.32,Ideal,G,IF,61.6,55.0,918,4.4,4.43,2.72,53.02,1,4,1
0.32,Ideal,G,IF,61.1,57.0,918,4.41,4.43,2.7,52.75,1,4,1
0.5,Ideal,H,IF,61.8,56.0,2352,5.1,5.13,3.16,82.68,1,5,1
0.32,Very Good,G,IF,62.9,55.0,872,4.37,4.4,2.75,52.88,3,4,1
0.32,Ideal,G,IF,61.5,55.0,905,4.4,4.42,2.71,52.7,1,4,1
0.32,Ideal,G,IF,61.3,56.0,905,4.4,4.44,2.71,52.94,1,4,1
0.32,Very Good,E,IF,61.4,55.0,1018,4.43,4.46,2.73,53.94,3,2,1
0.33,Very Good,H,IF,61.2,56.0,838,4.46,4.5,2.74,54.99,3,5,1
0.53,Ideal,F,IF,61.3,57.0,2682,5.21,5.19,3.19,86.26,1,3,1
0.35,Ideal,H,IF,61.7,54.0,859,4.53,4.55,2.8,57.71,1,5,1
0.32,Ideal,G,IF,61.7,56.0,918,4.39,4.42,2.72,52.78,1,4,1
0.32,Ideal,G,IF,61.0,57.0,918,4.41,4.44,2.7,52.87,1,4,1
1.0,Very Good,F,IF,63.9,56.0,9248,6.31,6.34,4.04,161.62,3,3,1
0.67,Very Good,I,IF,61.4,56.0,2066,5.59,5.65,3.45,108.96,3,6,1
0.3,Good,G,IF,63.8,55.0,956,4.28,4.24,2.72,49.36,4,4,1
0.26,Ideal,H,IF,61.1,57.0,468,4.12,4.16,2.53,43.36,1,5,1
0.27,Premium,F,IF,61.7,57.0,820,4.21,4.12,2.57,44.58,2,3,1
1.13,Premium,F,IF,59.8,60.0,12549,6.82,6.76,4.06,187.18,2,3,1
1.0,Very Good,G,IF,58.3,62.0,8002,6.51,6.57,3.81,162.96,3,4,1
0.41,Very Good,F,IF,61.6,58.0,1313,4.75,4.79,2.94,66.89,3,3,1
0.32,Ideal,G,IF,61.4,55.0,918,4.42,4.44,2.72,53.38,1,4,1
0.29,Ideal,H,IF,62.1,55.0,607,4.26,4.29,2.65,48.43,1,5,1
0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54,40.94,3,3,1
0.35,Ideal,I,IF,61.8,53.0,808,4.55,4.57,2.81,58.43,1,6,1
0.55,Ideal,H,IF,61.5,55.0,2120,5.25,5.29,3.25,90.26,1,5,1
0.31,Very Good,D,IF,62.0,56.0,1331,4.33,4.35,2.69,50.67,3,1,1
0.4,Good,G,IF,59.7,62.0,1120,4.75,4.8,2.85,64.98,4,4,1
0.55,Ideal,H,IF,61.9,56.0,2120,5.26,5.34,3.26,91.57,1,5,1
0.29,Ideal,H,IF,62.2,55.0,607,4.25,4.28,2.65,48.2,1,5,1
0.6,Ideal,H,IF,61.9,56.0,2270,5.4,5.45,3.36,98.88,1,5,1
0.9,Very Good,E,IF,63.9,55.0,7747,6.05,6.09,3.88,142.96,3,2,1
0.68,Very Good,G,IF,62.7,56.0,3143,5.56,5.6,3.5,108.98,3,4,1
0.28,Ideal,F,IF,62.4,55.0,646,4.17,4.2,2.61,45.71,1,3,1
0.54,Ideal,I,IF,60.8,56.0,1669,5.28,5.37,3.24,91.87,1,6,1
0.35,Ideal,H,IF,62.1,54.0,887,4.55,4.59,2.84,59.31,1,5,1
0.26,Ideal,H,IF,61.1,57.0,600,4.16,4.12,2.53,43.36,1,5,1
0.3,Very Good,G,IF,62.8,57.0,895,4.28,4.32,2.7,49.92,3,4,1
0.31,Ideal,G,IF,61.1,57.0,871,4.38,4.42,2.68,51.88,1,4,1
0.27,Very Good,F,IF,60.4,58.0,560,4.18,4.2,2.53,44.42,3,3,1
0.48,Ideal,I,IF,61.4,55.0,1202,5.05,5.08,3.11,79.78,1,6,1
0.53,Good,H,IF,61.2,65.0,1440,5.16,5.27,3.19,86.75,4,5,1
1.09,Ideal,F,IF,61.4,55.0,11846,6.61,6.68,4.09,180.59,1,3,1
1.0,Very Good,D,IF,63.3,59.0,16073,6.37,6.33,4.02,162.09,3,1,1
1.26,Ideal,F,IF,62.6,57.0,13671,6.94,6.84,4.31,204.59,1,3,1
0.3,Ideal,G,IF,62.2,56.0,850,4.26,4.29,2.66,48.61,1,4,1
0.34,Ideal,E,IF,62.0,56.0,1163,4.47,4.5,2.78,55.92,1,2,1
0.53,Ideal,D,IF,62.2,55.0,3812,5.17,5.19,3.22,86.4,1,1,1
0.46,Ideal,I,IF,62.2,55.0,1192,4.94,4.97,3.08,75.62,1,6,1
0.3,Ideal,G,IF,61.7,53.0,850,4.33,4.36,2.68,50.6,1,4,1
0.59,Ideal,D,IF,60.9,57.0,4208,5.4,5.43,3.3,96.76,1,1,1
0.31,Ideal,G,IF,61.6,54.0,853,4.36,4.4,2.7,51.8,1,4,1
0.31,Ideal,G,IF,60.5,61.0,853,4.39,4.4,2.66,51.38,1,4,1
0.56,Ideal,D,IF,62.4,56.0,4216,5.24,5.28,3.28,90.75,1,1,1
1.02,Ideal,F,IF,62.0,58.0,11116,6.44,6.49,4.01,167.6,1,3,1
1.12,Very Good,G,IF,60.9,57.0,8962,6.68,6.79,4.1,185.96,3,4,1
0.7,Premium,J,IF,60.5,59.0,2264,5.73,5.67,3.45,112.09,2,7,1
0.59,Ideal,D,IF,60.7,58.0,4161,5.45,5.49,3.32,99.34,1,1,1
1.02,Very Good,D,IF,62.7,57.0,15306,6.36,6.46,4.02,165.16,3,1,1
1.1,Ideal,F,IF,62.0,57.0,11233,6.65,6.57,4.1,179.13,1,3,1
0.3,Ideal,G,IF,62.1,57.0,863,4.27,4.29,2.66,48.73,1,4,1
0.3,Ideal,G,IF,61.0,57.0,863,4.31,4.34,2.64,49.38,1,4,1
0.25,Very Good,F,IF,61.5,56.0,560,4.04,4.06,2.48,40.68,3,3,1
1.06,Ideal,F,IF,61.0,57.0,11195,6.64,6.55,4.02,174.84,1,3,1
1.06,Ideal,F,IF,61.0,57.0,10995,6.55,6.64,4.02,174.84,1,3,1
1.01,Ideal,F,IF,62.0,58.0,10688,6.41,6.46,3.99,165.22,1,3,1
1.06,Ideal,F,IF,61.9,55.0,12539,6.54,6.57,4.06,174.45,1,3,1
1.12,Good,G,IF,59.6,56.0,8973,6.8,6.85,4.07,189.58,4,4,1
0.9,Good,G,IF,63.1,58.0,5771,6.09,6.18,3.87,145.65,4,4,1
0.58,Ideal,H,IF,60.2,56.0,2233,5.43,5.46,3.28,97.24,1,5,1
0.34,Ideal,D,IF,59.8,57.0,2287,4.57,4.59,2.74,57.48,1,1,1
0.5,Very Good,F,IF,59.7,60.0,2219,5.18,5.24,3.11,84.42,3,3,1
0.25,Very Good,F,IF,59.4,62.0,548,4.12,4.13,2.45,41.69,3,3,1
1.09,Ideal,F,IF,61.6,55.0,11888,6.59,6.65,4.08,178.8,1,3,1
0.9,Good,G,IF,61.8,61.0,5855,6.12,6.17,3.8,143.49,4,4,1
0.33,Very Good,G,IF,62.6,55.0,898,4.41,4.44,2.77,54.24,3,4,1
1.16,Ideal,G,IF,62.3,55.0,9901,6.73,6.79,4.21,192.38,1,4,1
1.16,Ideal,G,IF,62.0,57.0,9901,6.7,6.73,4.16,187.58,1,4,1
0.5,Very Good,F,IF,61.4,60.0,2238,5.07,5.1,3.12,80.67,3,3,1
0.3,Very Good,G,IF,60.5,58.0,743,4.35,4.38,2.64,50.3,3,4,1
0.35,Very Good,G,IF,62.6,59.0,898,4.43,4.49,2.79,55.5,3,4,1
0.31,Very Good,G,IF,61.6,54.0,891,4.4,4.43,2.72,53.02,3,4,1
0.23,Very Good,E,IF,59.9,58.0,492,3.98,4.03,2.4,38.49,3,2,1
0.3,Ideal,G,IF,61.5,55.0,863,4.33,4.35,2.67,50.29,1,4,1
1.21,Ideal,F,IF,62.8,56.0,15497,6.75,6.84,4.27,197.15,1,3,1
0.31,Ideal,G,IF,60.7,58.0,871,4.37,4.41,2.67,51.46,1,4,1
0.31,Ideal,G,IF,61.7,55.0,871,4.37,4.39,2.7,51.8,1,4,1
1.11,Ideal,G,IF,61.9,55.0,9931,6.64,6.68,4.12,182.74,1,4,1
1.12,Very Good,G,IF,61.0,58.0,9820,6.7,6.72,4.09,184.15,3,4,1
0.39,Premium,F,IF,58.0,61.0,1290,4.83,4.79,2.79,64.55,2,3,1
0.3,Very Good,E,IF,60.9,59.0,949,4.29,4.32,2.62,48.56,3,2,1
0.56,Ideal,H,IF,61.3,56.0,2135,5.32,5.35,3.27,93.07,1,5,1
0.33,Very Good,E,IF,61.8,55.0,957,4.47,4.52,2.78,56.17,3,2,1
0.31,Very Good,E,IF,63.0,55.0,938,4.33,4.37,2.74,51.85,3,2,1
0.39,Very Good,F,IF,60.8,55.0,1131,4.73,4.77,2.89,65.2,3,3,1
1.01,Very Good,D,IF,61.6,56.0,16087,6.43,6.46,3.97,164.91,3,1,1
0.31,Very Good,E,IF,60.6,60.0,944,4.4,4.44,2.68,52.36,3,2,1
0.4,Very Good,F,IF,61.1,57.0,1217,4.73,4.77,2.9,65.43,3,3,1
0.31,Ideal,G,IF,62.1,56.0,871,4.31,4.34,2.69,50.32,1,4,1
0.33,Very Good,H,IF,60.3,59.0,868,4.47,4.49,2.7,54.19,3,5,1
0.31,Ideal,G,IF,61.5,54.0,871,4.4,4.41,2.71,52.58,1,4,1
0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,50.48,1,4,1
0.31,Ideal,G,IF,62.3,56.0,871,4.34,4.36,2.71,51.28,1,4,1
0.31,Ideal,G,IF,62.5,56.0,871,4.33,4.37,2.71,51.28,1,4,1
0.55,Ideal,H,IF,61.7,55.0,2133,5.27,5.29,3.26,90.88,1,5,1
0.31,Ideal,G,IF,61.0,55.0,871,4.39,4.42,2.69,52.2,1,4,1
1.21,Good,J,IF,62.1,60.0,6299,6.81,6.87,4.25,198.83,4,7,1
0.38,Ideal,E,IF,61.4,55.0,1402,4.68,4.74,2.89,64.11,1,2,1
0.3,Ideal,H,IF,62.2,54.0,764,4.34,4.37,2.71,51.4,1,5,1
0.4,Ideal,H,IF,60.9,58.0,1074,4.75,4.78,2.9,65.84,1,5,1
0.3,Premium,G,IF,58.4,62.0,1071,4.43,4.4,2.58,50.29,2,4,1
0.35,Ideal,G,IF,61.8,55.0,1116,4.56,4.54,2.81,58.17,1,4,1
0.36,Ideal,G,IF,61.6,55.0,1148,4.59,4.57,2.82,59.15,1,4,1
0.33,Very Good,I,IF,62.0,58.0,694,4.44,4.46,2.76,54.65,3,6,1
0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75,54.33,1,4,1
1.13,Premium,G,IF,61.2,59.0,9698,6.78,6.71,4.13,187.89,2,4,1
0.33,Ideal,G,IF,61.5,55.0,946,4.48,4.5,2.76,55.64,1,4,1
0.3,Premium,G,IF,61.6,60.0,895,4.29,4.32,2.65,49.11,2,4,1
0.56,Very Good,E,IF,59.9,60.0,2724,5.31,5.38,3.2,91.42,3,2,1
0.33,Ideal,G,IF,61.2,56.0,946,4.47,4.51,2.75,55.44,1,4,1
0.53,Very Good,E,IF,59.8,60.0,2542,5.28,5.35,3.18,89.83,3,2,1
0.33,Ideal,G,IF,62.1,56.0,1052,4.44,4.41,2.75,53.85,1,4,1
0.54,Ideal,I,IF,62.5,55.0,1763,5.21,5.26,3.27,89.61,1,6,1
0.33,Ideal,G,IF,61.9,54.0,1052,4.46,4.42,2.75,54.21,1,4,1
0.51,Very Good,E,IF,63.3,58.0,2925,5.03,5.08,3.2,81.77,3,2,1
0.33,Ideal,G,IF,61.3,57.0,1052,4.46,4.42,2.72,53.62,1,4,1
0.32,Ideal,G,IF,61.9,56.0,940,4.39,4.46,2.74,53.65,1,4,1
0.33,Ideal,G,IF,61.0,56.0,946,4.48,4.5,2.74,55.24,1,4,1
0.33,Ideal,G,IF,60.9,57.0,946,4.45,4.48,2.72,54.23,1,4,1
0.35,Ideal,G,IF,61.1,56.0,1116,4.59,4.54,2.79,58.14,1,4,1
0.35,Ideal,G,IF,61.4,55.0,1116,4.59,4.56,2.81,58.81,1,4,1
0.41,Ideal,G,IF,61.5,57.0,1269,4.78,4.82,2.95,67.97,1,4,1
0.38,Ideal,G,IF,62.0,54.0,1125,4.66,4.7,2.9,63.52,1,4,1
0.58,Ideal,G,IF,61.3,56.0,2528,5.36,5.39,3.29,95.05,1,4,1
0.41,Ideal,G,IF,61.0,57.0,1431,4.81,4.79,2.93,67.51,1,4,1
0.43,Ideal,G,IF,61.2,57.0,1433,4.81,4.86,2.96,69.19,1,4,1
0.43,Ideal,G,IF,62.1,54.0,1433,4.83,4.87,3.01,70.8,1,4,1
0.41,Ideal,G,IF,62.4,54.0,1431,4.78,4.74,2.97,67.29,1,4,1
0.41,Ideal,G,IF,61.7,56.0,1431,4.8,4.77,2.95,67.54,1,4,1
0.41,Ideal,G,IF,62.0,55.0,1425,4.8,4.81,2.98,68.8,1,4,1
0.41,Ideal,G,IF,62.3,55.0,1431,4.78,4.75,2.97,67.43,1,4,1
